id,creation_time,formatted_creation_time,airline_code,flight_number,flight_date,departure_airport,departure_city,departure_country,departure_lat,departure_lon,user_name,action_name,stepID,action_mode,log_level,entry_details,arrival_airport
137527443,2024-04-30 04:27:22,30-04-2024 04:27:22,MN,1119,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,81c699641a66184f,Received,INFO,"com.systemone.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_DRAG
Items          : ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144986  AKH       NULL      MN                  ESTIMATE  330.00    KG   22        0.00      DUB       DUB       IAD       B         NULL      false     NULL 
To positions   : 33",IAD
137527455,2024-04-30 04:40:14,30-04-2024 04:40:14,MN,1089,1,DUB,Dublin,IE,53.4213,-6.27007,service-acco,AssignLCCAction,67de35f69d6ebc67,Received,INFO,,MSP
137527460,2024-04-30 04:40:14,30-04-2024 04:40:14,MN,1089,1,DUB,Dublin,IE,53.4213,-6.27007,service-acco,AssignLCCAction,67de35f69d6ebc67,Saved,INFO,"A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
MN  1089     NULL 2024-05-01    DUB    MSP    2024-05-01 13:30:00           2024-05-01 13:30:00           333     MNEAV     NULL           NULL           DUB",MSP
137527609,2024-04-30 04:27:05,30-04-2024 04:27:05,MN,1119,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,917b67da42e2b2cc,Received,INFO,"com.systemone.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_DRAG
Items          : ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37126588  AKH       NULL      MN                  ESTIMATE  255.00    KG   17        0.00      DUB       DUB       IAD       B         NULL      false     NULL 
To positions   : 42",IAD
137527616,2024-04-30 04:27:05,30-04-2024 04:27:05,MN,1119,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,917b67da42e2b2cc,Saved,INFO,"com.systemone.lc2.manualloadplanning.dto.LoadDTO [ id = 2978180  flightId = 667804 legId = 687615  deleted = false  fragmentId = LoadFragment ]
BULK
 Item Id   Number       Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37126591  NULL         ESTIMATE  30.00     KG   2         0.00      DUB       DUB       IAD       BT        NULL      false     NULL 
 37126592  NULL         ESTIMATE  65.00     KG   0         0.00      DUB       DUB       IAD       E         NULL      false     RMK/RUGS 
 37126590  NULL         ESTIMATE  30.00     KG   2         0.00      DUB       DUB       IAD       B         NULL      false     NULL 
ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37126586  AKH       NULL      MN                  ESTIMATE  525.00    KG   35        0.00      DUB       DUB       IAD       B         NULL      false     NULL 
 37126588  AKH       NULL      MN                  ESTIMATE  255.00    KG   17        0.00      DUB       DUB       IAD       B         42        false     NULL 
 37126589  AKH       NULL      MN        NULL      ESTIMATE  225.00    KG   15        0.00      DUB       DUB       IAD       JD        41        false     RMK/MIX 
 37126584  AKH       NULL      MN                  ESTIMATE  525.00    KG   35        0.00      DUB       DUB       IAD       B         NULL      false     NULL 
 37126585  AKH       NULL      MN                  ESTIMATE  525.00    KG   35        0.00      DUB       DUB       IAD       B         NULL      false     NULL 
 37126587  AKH       NULL      MN                  ESTIMATE  525.00    KG   35        0.00      DUB       DUB       IAD       B         NULL      false     NULL 

STATUS FUEL 8 AIRCRAFT_CONFIG 1 EZFW 8 CARGO_TRANSFER 1 OFP 11 CABIN_CONFIG 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 8 REGISTRATION 1 REGISTRATION_CHANGE 1 FUEL_ORDER 1",IAD
137527617,2024-04-30 04:27:25,30-04-2024 04:27:25,MN,1119,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,1f3ad5d482bc5602,Received,INFO,"com.systemone.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_DRAG
Items          : ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144984  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       IAD       B         NULL      false     NULL 
To positions   : 11",IAD
137527624,2024-04-30 04:27:25,30-04-2024 04:27:25,MN,1119,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,1f3ad5d482bc5602,Saved,INFO,"com.systemone.lc2.manualloadplanning.dto.LoadDTO [ id = 2978180  flightId = 667804 legId = 687615  deleted = false  fragmentId = LoadFragment ]
BULK
 Item Id   Number       Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144980  NULL         ESTIMATE  65.00     KG   0         0.00      DUB       DUB       IAD       E         NULL      false     RMK/RUGS 
 37144981  NULL         ESTIMATE  30.00     KG   2         0.00      DUB       DUB       IAD       BT        NULL      false     NULL 
 37144982  NULL         ESTIMATE  30.00     KG   2         0.00      DUB       DUB       IAD       B         NULL      false     NULL 
ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144986  AKH       NULL      MN                  ESTIMATE  330.00    KG   22        0.00      DUB       DUB       IAD       B         33        false     NULL 
 37144979  AKH       NULL      MN        NULL      ESTIMATE  225.00    KG   15        0.00      DUB       DUB       IAD       JD        41        false     RMK/MIX 
 37144983  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       IAD       B         NULL      false     NULL 
 37144985  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       IAD       B         NULL      false     NULL 
 37144978  AKH       NULL      MN                  ESTIMATE  255.00    KG   17        0.00      DUB       DUB       IAD       B         42        false     NULL 
 37144984  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       IAD       B         11        false     NULL 

STATUS FUEL 11 AIRCRAFT_CONFIG 1 EZFW 11 CARGO_TRANSFER 1 OFP 11 CABIN_CONFIG 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 11 REGISTRATION 1 REGISTRATION_CHANGE 1 FUEL_ORDER 1",IAD
137527630,2024-04-30 04:27:27,30-04-2024 04:27:27,MN,1119,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,deb0043f128c2ea5,Received,INFO,"com.systemone.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_DRAG
Items          : ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144985  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       IAD       B         NULL      false     NULL 
To positions   : 12",IAD
137527637,2024-04-30 04:27:27,30-04-2024 04:27:27,MN,1119,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,deb0043f128c2ea5,Saved,INFO,"com.systemone.lc2.manualloadplanning.dto.LoadDTO [ id = 2978180  flightId = 667804 legId = 687615  deleted = false  fragmentId = LoadFragment ]
BULK
 Item Id   Number       Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144980  NULL         ESTIMATE  65.00     KG   0         0.00      DUB       DUB       IAD       E         NULL      false     RMK/RUGS 
 37144981  NULL         ESTIMATE  30.00     KG   2         0.00      DUB       DUB       IAD       BT        NULL      false     NULL 
 37144982  NULL         ESTIMATE  30.00     KG   2         0.00      DUB       DUB       IAD       B         NULL      false     NULL 
ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144986  AKH       NULL      MN                  ESTIMATE  330.00    KG   22        0.00      DUB       DUB       IAD       B         33        false     NULL 
 37144979  AKH       NULL      MN        NULL      ESTIMATE  225.00    KG   15        0.00      DUB       DUB       IAD       JD        41        false     RMK/MIX 
 37144983  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       IAD       B         NULL      false     NULL 
 37144985  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       IAD       B         12        false     NULL 
 37144978  AKH       NULL      MN                  ESTIMATE  255.00    KG   17        0.00      DUB       DUB       IAD       B         42        false     NULL 
 37144984  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       IAD       B         11        false     NULL 

STATUS FUEL 12 AIRCRAFT_CONFIG 1 EZFW 12 CARGO_TRANSFER 1 OFP 11 CABIN_CONFIG 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 12 REGISTRATION 1 REGISTRATION_CHANGE 1 FUEL_ORDER 1",IAD
137527650,2024-04-30 04:27:22,30-04-2024 04:27:22,MN,1119,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,81c699641a66184f,Saved,INFO,"com.systemone.lc2.manualloadplanning.dto.LoadDTO [ id = 2978180  flightId = 667804 legId = 687615  deleted = false  fragmentId = LoadFragment ]
BULK
 Item Id   Number       Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144980  NULL         ESTIMATE  65.00     KG   0         0.00      DUB       DUB       IAD       E         NULL      false     RMK/RUGS 
 37144981  NULL         ESTIMATE  30.00     KG   2         0.00      DUB       DUB       IAD       BT        NULL      false     NULL 
 37144982  NULL         ESTIMATE  30.00     KG   2         0.00      DUB       DUB       IAD       B         NULL      false     NULL 
ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144986  AKH       NULL      MN                  ESTIMATE  330.00    KG   22        0.00      DUB       DUB       IAD       B         33        false     NULL 
 37144979  AKH       NULL      MN        NULL      ESTIMATE  225.00    KG   15        0.00      DUB       DUB       IAD       JD        41        false     RMK/MIX 
 37144983  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       IAD       B         NULL      false     NULL 
 37144985  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       IAD       B         NULL      false     NULL 
 37144978  AKH       NULL      MN                  ESTIMATE  255.00    KG   17        0.00      DUB       DUB       IAD       B         42        false     NULL 
 37144984  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       IAD       B         NULL      false     NULL 

STATUS FUEL 10 AIRCRAFT_CONFIG 1 EZFW 10 CARGO_TRANSFER 1 OFP 11 CABIN_CONFIG 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 10 REGISTRATION 1 REGISTRATION_CHANGE 1 FUEL_ORDER 1",IAD
137527659,2024-04-30 04:28:46,30-04-2024 04:28:46,MN,1119,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,593f6dcdea5cdfbe,Received,INFO,"com.systemone.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_NIL_ALL",IAD
137527735,2024-04-30 04:30:03,30-04-2024 04:30:03,MN,1115,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,e85129850a97bf71,Received,INFO,"com.systemone.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_DRAG
Items          : ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144791  AKH       NULL      MN        NULL      ESTIMATE  225.00    KG   15        0.00      DUB       DUB       PHL       B         NULL      false     NULL 
To positions   : 33",PHL
137527738,2024-04-30 04:30:03,30-04-2024 04:30:03,MN,1115,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,e85129850a97bf71,Saved,INFO,"com.systemone.lc2.manualloadplanning.dto.LoadDTO [ id = 2978280  flightId = 667904 legId = 687715  deleted = false  fragmentId = LoadFragment ]
BULK
 Item Id   Number       Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144793  NULL         ESTIMATE  15.00     KG   1         0.00      DUB       DUB       PHL       BT        NULL      false     NULL 
 37144792  NULL         ESTIMATE  105.00    KG   7         0.00      DUB       DUB       PHL       B         NULL      false     NULL 
ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144796  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       PHL       B         NULL      false     NULL 
 37144794  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       PHL       B         NULL      false     NULL 
 37144791  AKH       NULL      MN        NULL      ESTIMATE  225.00    KG   15        0.00      DUB       DUB       PHL       B         33        false     NULL 
 37144795  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       PHL       B         NULL      false     NULL 
 37144790  AKH       NULL      MN        NULL      ESTIMATE  225.00    KG   15        0.00      DUB       DUB       PHL       JD        41        false     RMK/RUGS 

STATUS FUEL 1 AIRCRAFT_CONFIG 1 EZFW 1 CARGO_TRANSFER 1 OFP 11 CABIN_CONFIG 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 1 REGISTRATION 1 REGISTRATION_CHANGE 1 FUEL_ORDER 1",PHL
137527739,2024-04-30 04:30:06,30-04-2024 04:30:06,MN,1115,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,d48ddf4b8d17aa99,Received,INFO,"com.systemone.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_DRAG
Items          : ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144794  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       PHL       B         NULL      false     NULL 
To positions   : 12",PHL
137527742,2024-04-30 04:30:06,30-04-2024 04:30:06,MN,1115,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,d48ddf4b8d17aa99,Saved,INFO,"com.systemone.lc2.manualloadplanning.dto.LoadDTO [ id = 2978280  flightId = 667904 legId = 687715  deleted = false  fragmentId = LoadFragment ]
BULK
 Item Id   Number       Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144793  NULL         ESTIMATE  15.00     KG   1         0.00      DUB       DUB       PHL       BT        NULL      false     NULL 
 37144792  NULL         ESTIMATE  105.00    KG   7         0.00      DUB       DUB       PHL       B         NULL      false     NULL 
ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144796  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       PHL       B         NULL      false     NULL 
 37144794  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       PHL       B         12        false     NULL 
 37144791  AKH       NULL      MN        NULL      ESTIMATE  225.00    KG   15        0.00      DUB       DUB       PHL       B         33        false     NULL 
 37144795  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       PHL       B         21        false     NULL 
 37144790  AKH       NULL      MN        NULL      ESTIMATE  225.00    KG   15        0.00      DUB       DUB       PHL       JD        41        false     RMK/RUGS 

STATUS FUEL 1 AIRCRAFT_CONFIG 1 EZFW 1 CARGO_TRANSFER 1 OFP 11 CABIN_CONFIG 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 1 REGISTRATION 1 REGISTRATION_CHANGE 1 FUEL_ORDER 1",PHL
137527793,2024-04-30 04:30:04,30-04-2024 04:30:04,MN,1115,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,e52dea0ea84d793d,Received,INFO,"com.systemone.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_DRAG
Items          : ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144795  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       PHL       B         NULL      false     NULL 
To positions   : 21",PHL
137527796,2024-04-30 04:30:04,30-04-2024 04:30:04,MN,1115,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,e52dea0ea84d793d,Saved,INFO,"com.systemone.lc2.manualloadplanning.dto.LoadDTO [ id = 2978280  flightId = 667904 legId = 687715  deleted = false  fragmentId = LoadFragment ]
BULK
 Item Id   Number       Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144793  NULL         ESTIMATE  15.00     KG   1         0.00      DUB       DUB       PHL       BT        NULL      false     NULL 
 37144792  NULL         ESTIMATE  105.00    KG   7         0.00      DUB       DUB       PHL       B         NULL      false     NULL 
ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144796  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       PHL       B         NULL      false     NULL 
 37144794  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       PHL       B         NULL      false     NULL 
 37144791  AKH       NULL      MN        NULL      ESTIMATE  225.00    KG   15        0.00      DUB       DUB       PHL       B         33        false     NULL 
 37144795  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       PHL       B         21        false     NULL 
 37144790  AKH       NULL      MN        NULL      ESTIMATE  225.00    KG   15        0.00      DUB       DUB       PHL       JD        41        false     RMK/RUGS 

STATUS FUEL 1 AIRCRAFT_CONFIG 1 EZFW 1 CARGO_TRANSFER 1 OFP 11 CABIN_CONFIG 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 1 REGISTRATION 1 REGISTRATION_CHANGE 1 FUEL_ORDER 1",PHL
137527797,2024-04-30 04:30:08,30-04-2024 04:30:08,MN,1115,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,60799ca973b072fe,Received,INFO,"com.systemone.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_DRAG
Items          : ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144796  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       PHL       B         NULL      false     NULL 
To positions   : 11",PHL
137527800,2024-04-30 04:30:08,30-04-2024 04:30:08,MN,1115,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,60799ca973b072fe,Saved,INFO,"com.systemone.lc2.manualloadplanning.dto.LoadDTO [ id = 2978280  flightId = 667904 legId = 687715  deleted = false  fragmentId = LoadFragment ]
BULK
 Item Id   Number       Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144793  NULL         ESTIMATE  15.00     KG   1         0.00      DUB       DUB       PHL       BT        NULL      false     NULL 
 37144792  NULL         ESTIMATE  105.00    KG   7         0.00      DUB       DUB       PHL       B         NULL      false     NULL 
ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144796  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       PHL       B         11        false     NULL 
 37144794  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       PHL       B         12        false     NULL 
 37144791  AKH       NULL      MN        NULL      ESTIMATE  225.00    KG   15        0.00      DUB       DUB       PHL       B         33        false     NULL 
 37144795  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       PHL       B         21        false     NULL 
 37144790  AKH       NULL      MN        NULL      ESTIMATE  225.00    KG   15        0.00      DUB       DUB       PHL       JD        41        false     RMK/RUGS 

STATUS FUEL 1 AIRCRAFT_CONFIG 1 EZFW 1 CARGO_TRANSFER 1 OFP 11 CABIN_CONFIG 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 1 REGISTRATION 1 REGISTRATION_CHANGE 1 FUEL_ORDER 1",PHL
137527801,2024-04-30 04:30:17,30-04-2024 04:30:17,MN,1115,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,b8c2bbc90d72dd6b,Received,INFO,"com.systemone.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_SWITCH
Items          : ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144796  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       PHL       B         11        false     NULL 
 37144791  AKH       NULL      MN        NULL      ESTIMATE  225.00    KG   15        0.00      DUB       DUB       PHL       B         33        false     NULL",PHL
137527804,2024-04-30 04:30:17,30-04-2024 04:30:17,MN,1115,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,b8c2bbc90d72dd6b,Saved,INFO,"com.systemone.lc2.manualloadplanning.dto.LoadDTO [ id = 2978280  flightId = 667904 legId = 687715  deleted = false  fragmentId = LoadFragment ]
BULK
 Item Id   Number       Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144793  NULL         ESTIMATE  15.00     KG   1         0.00      DUB       DUB       PHL       BT        NULL      false     NULL 
 37144792  NULL         ESTIMATE  105.00    KG   7         0.00      DUB       DUB       PHL       B         NULL      false     NULL 
ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37144796  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       PHL       B         33        false     NULL 
 37144794  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       PHL       B         12        false     NULL 
 37144791  AKH       NULL      MN        NULL      ESTIMATE  225.00    KG   15        0.00      DUB       DUB       PHL       B         11        false     NULL 
 37144795  AKH       NULL      MN                  ESTIMATE  450.00    KG   30        0.00      DUB       DUB       PHL       B         21        false     NULL 
 37144790  AKH       NULL      MN        NULL      ESTIMATE  225.00    KG   15        0.00      DUB       DUB       PHL       JD        41        false     RMK/RUGS 

STATUS FUEL 1 AIRCRAFT_CONFIG 1 EZFW 1 CARGO_TRANSFER 1 OFP 11 CABIN_CONFIG 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 1 REGISTRATION 1 REGISTRATION_CHANGE 1 FUEL_ORDER 1",PHL
137527986,2024-04-30 04:30:40,30-04-2024 04:30:40,MN,1068,1,LAX,Los Angeles,US,33.9425,-118.40805,service-acco,AssignLCCAction,44d2b1f782522eed,Received,INFO,,DUB
137527998,2024-04-30 04:30:40,30-04-2024 04:30:40,MN,1068,1,LAX,Los Angeles,US,33.9425,-118.40805,service-acco,AssignLCCAction,44d2b1f782522eed,Saved,INFO,"A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
MN  1068     NULL 2024-05-01    LAX    DUB    2024-05-01 03:30:00           2024-05-01 03:30:00           333     MNGCF     NULL           NULL           LAX",DUB
137528005,2024-04-30 04:31:13,30-04-2024 04:31:13,MN,1115,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,5ff65efc1bdb5ac2,Received,INFO,"com.systemone.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_NIL_ALL",PHL
137528321,2024-04-30 04:40:34,30-04-2024 04:40:34,MN,1342,1,DUB,Dublin,IE,53.4213,-6.27007,service-acco,AssignLCCAction,2ab11e266b5ce9e9,Received,INFO,,ZRH
137528975,2024-04-30 04:40:20,30-04-2024 04:40:20,MN,1137,1,DUB,Dublin,IE,53.4213,-6.27007,service-acco,AssignLCCAction,132f101f8897572b,Received,INFO,,BOS
137528980,2024-04-30 04:40:20,30-04-2024 04:40:20,MN,1137,1,DUB,Dublin,IE,53.4213,-6.27007,service-acco,AssignLCCAction,132f101f8897572b,Saved,INFO,"A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
MN  1137    NULL 2024-05-01    DUB    BOS    2024-05-01 15:45:00           2024-05-01 15:45:00           333     MNFNG     NULL           NULL           DUB",BOS
137529192,2024-04-30 04:37:14,30-04-2024 04:37:14,MN,1532,30,DUB,Dublin,IE,53.4213,-6.27007,human,AssignLoadplanAction,c779f9ef3539d683,Received,INFO,"com.systemone.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_DRAG
Items          : ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37145240  AKH       NULL      MN        NULL      ESTIMATE  325.00    KG   25        0.00      DUB       DUB       TLS       B         NULL      false     NULL 
To positions   : 41",TLS
